,Brand,Model,Location,Old_price,Years_old,Prev_Owners,Kms_Driven,Audio_Score,Image_Score,Final_Price
635,Honda,CB_350,Delhi,86636.96025016146,2016.0,3.0,101916.63572671302,0.7325478410006457,0.5,60378.22348686776
636,Honda,CB_350,Delhi,91038.9871723407,2017.0,3.0,94432.9698576622,0.5471296218627634,0.5,58084.80047561429
637,Honda,CB_350,Delhi,84329.39714961415,2016.0,4.0,105839.60837579846,0.7691292729213344,0.5,61580.44655552965
638,Honda,CB_350,Delhi,76496.04639751604,2014.0,4.0,119156.69632190284,0.6852875592235975,0.5,65661.56354724213
639,Honda,CB_350,Delhi,81528.86350432377,2015.0,4.0,110600.93204264958,0.6374757967089241,0.5,63039.46211424731
640,Honda,CB_350,Delhi,76000.0,2015.0,4.0,99702.83248761368,0.6297427839476031,0.5,57699.647157483545
641,Honda,CB_350,Delhi,74516.27388394077,2015.0,4.0,111097.64330364458,0.6730431301021801,0.5,58793.87542544121
642,Honda,CB_350,Delhi,84806.83141702344,2016.0,4.0,105027.9462494893,0.7736648984617227,0.5,61331.70688296641
643,Honda,Apache,Delhi,81144.2608570971,2018.0,2.0,84846.6934330269,0.5270984061919248,0.5,48369.62531572512
644,Honda,CB_350,Delhi,95052.73480263316,2018.0,3.0,87609.39819878348,0.5089990193749849,0.5,55993.66806333914
645,Honda,CB_350,Gujrat,71186.04196232965,2017.0,3.0,91116.2517739779,0.6349833367123389,0.5,42799.2472533604
646,Tvs,Apache,Delhi,95232.00910878512,2018.0,3.0,87304.62291460985,0.8727040865334588,0.5,55900.267494391264
647,Tvs,Apache,Gujrat,94259.55530707538,2019.0,3.0,73437.2209891924,0.2791600055908037,0.5,61200.04189978581
648,Honda,CB_350,Delhi,92766.73702391166,2017.0,3.0,91495.70872249898,0.7570669480956467,0.5,57184.655761069705
649,Honda,CB_350,Delhi,88932.75521554697,2017.0,3.0,98013.66949580936,0.7417310208621879,0.5,59182.13152836415
650,Tvs,Apache,Gujrat,86627.2879207529,2017.0,3.0,92899.88443768406,0.4508860217830597,0.5,63172.92577714478
651,Honda,CB_350,Delhi,76000.0,2017.0,3.0,79752.45282447618,0.5705150943226636,0.5,49619.743393912846
652,Honda,CB_350,Delhi,87516.13234327089,2016.0,3.0,100422.57501643948,0.5805967427389266,0.5,59920.09504915587
653,Honda,CB_350,Delhi,82217.68911313894,2015.0,4.0,109429.9285076638,0.63093195342518,0.5,62680.58397205461
654,Honda,CB_350,Delhi,76000.0,2017.0,3.0,67231.18928915475,0.5333425932021781,0.5,44548.63166210768
655,Honda,CB_350,Gujrat,71933.05242294261,2016.0,3.0,95598.3145376557,0.6435205991193441,0.5,46387.031779904384
656,Tvs,Apache,Delhi,87910.52883296396,2016.0,3.0,99751.5054575196,0.8031500239131576,0.5,59714.70380699202
657,Tvs,Apache,Delhi,95834.50983841089,2018.0,3.0,86280.34154920961,0.8784278434649032,0.5,55586.36913301173
658,Honda,CB_350,Delhi,79841.97324837974,2015.0,4.0,113468.45337909202,0.7264987458596075,0.5,63918.36075239352
659,Honda,CB_350,Delhi,76000.0,2014.0,4.0,112342.52503380942,0.6672668711941216,0.5,62818.722638692816
660,Honda,CB_350,Delhi,76000.0,2015.0,4.0,105227.26967362945,0.6461434568435873,0.5,59937.04421781992
661,Honda,Apache,Delhi,80004.14935462894,2017.0,3.0,92637.6453851431,0.5632019371034167,0.5,52259.27722219144
662,Honda,CB_350,Gujrat,69044.31645796724,2018.0,2.0,78265.8987478035,0.61050647380534,0.5,32512.84561669414
663,Honda,CB_350,Delhi,81746.97305186171,2015.0,4.0,110229.85846318248,0.7445962439926863,0.5,62925.870142277934
664,Honda,CB_350,Delhi,85798.09568673075,2016.0,4.0,103342.7474277734,0.7830819090239421,0.5,60815.265632930925
665,Tvs,Apache,Gujrat,87265.5746436983,2017.0,3.0,91272.22137983714,0.4365245705167881,0.5,63007.933446413816
666,Honda,CB_350,Delhi,93192.8985841974,2017.0,3.0,90771.21276193522,0.5266674634501248,0.5,56962.628784372544
667,Honda,CB_350,Delhi,76000.0,2018.0,3.0,58098.10270547256,0.5062287424068717,0.5,40849.73159571639
668,Honda,CB_350,Delhi,76000.0,2016.0,3.0,82835.38390609808,0.5796675459712286,0.5,50868.33048196972
669,Honda,CB_350,Delhi,94397.03705977112,2018.0,3.0,88724.1171465361,0.7635881482390845,0.5,56335.28166963719
670,Tvs,Apache,Delhi,87359.50466364843,2016.0,3.0,100688.27409656448,0.79791529430466,0.5,60001.783266524144
671,Tvs,Apache,Delhi,86947.29931723856,2016.0,3.0,101389.0437957286,0.7939993435137663,0.5,60216.53916046359
672,Honda,CB_350,Delhi,85611.75707155612,2016.0,4.0,103659.05180264745,0.5986883078202169,0.5,60912.41874207534
673,Honda,CB_350,Delhi,78902.90908991464,2016.0,3.0,100162.97073406834,0.5980745454860366,0.5,56016.314394301815
674,Honda,CB_350,Delhi,77474.07463807114,2015.0,4.0,109926.91096074096,0.6433209697944142,0.5,60890.98554497995
675,Honda,CB_350,Delhi,80198.48003218086,2015.0,4.0,112862.16409728932,0.6501144396942818,0.5,63732.65488043426
676,Honda,CB_350,Delhi,84544.18992962711,2016.0,4.0,105474.44991013742,0.7711698043314575,0.5,61468.54112808875
677,Honda,CB_350,Delhi,76000.0,2017.0,3.0,70469.21472407706,0.5429554812121037,0.5,45860.0319632512
678,Honda,CB_350,Delhi,78368.96064264489,2014.0,4.0,115972.53001143942,0.6674948738948735,0.5,64685.80703959165
679,Honda,CB_350,Gujrat,69976.9955839923,2017.0,2.0,83861.97350395386,0.621165663817055,0.5,36992.370219117365
680,Honda,CB_350,Delhi,77891.25901338432,2016.0,3.0,107076.08153203822,0.6301101312428297,0.5,59467.70194747915
681,Honda,CB_350,Delhi,76000.0,2016.0,4.0,93242.86094579428,0.6105647434328267,0.5,55083.35868304668
682,Honda,CB_350,Delhi,89144.48424716528,2017.0,3.0,97653.06233139428,0.5651273996519297,0.5,59071.92087449059
683,Honda,CB_350,Delhi,86312.22419986305,2016.0,3.0,102469.21886023282,0.592033870101301,0.5,60547.33119187135
684,Honda,CB_350,Gujrat,69103.8460931915,2018.0,2.0,78623.07655914898,0.6111868124936171,0.5,32798.75795044258
685,Honda,CB_350,Delhi,76395.31621914559,2014.0,4.0,119327.92289583056,0.6862444959181168,0.5,65714.04617956842
686,Honda,CB_350,Delhi,90033.95157760446,2017.0,3.0,96140.87892291466,0.5566774600127576,0.5,58608.52173734174
687,Honda,CB_350,Delhi,81733.01834751164,2015.0,4.0,110253.86880923022,0.6355363256986394,0.5,62933.09744094644
688,Honda,CB_350,Delhi,91556.36385408069,2017.0,3.0,93553.40362987015,0.5422145433862335,0.5,57815.25110475288
689,Honda,CB_350,Delhi,80729.57318577662,2015.0,4.0,111959.48910552044,0.7349309452648779,0.5,63455.92784200928
690,Honda,CB_350,Delhi,73302.68880080464,2016.0,3.0,103816.1328048278,0.6591735862949101,0.5,52965.19964043597
691,Tvs,Apache,Delhi,89838.97872344313,2017.0,3.0,96473.04422121053,0.8214702978727098,0.5,58709.99587742656
692,Honda,CB_350,Delhi,80789.89091012636,2015.0,4.0,111856.94595823968,0.6444960363537995,0.5,63424.50276000599
693,Honda,CB_350,Delhi,77840.2728788898,2014.0,4.0,116871.44409224342,0.707482592349453,0.5,64961.23163214501
694,Honda,CB_350,Gujrat,72318.33311481086,2016.0,3.0,97909.99868886516,0.6479238070264097,0.5,48237.47990284872
695,Honda,CB_350,Delhi,78556.47583435783,2015.0,4.0,115653.9910815917,0.6657134795736006,0.5,64588.076090299575
696,Honda,CB_350,Delhi,83291.04841299284,2015.0,4.0,107604.85314549152,0.620735040076568,0.5,62121.41845969383
697,Honda,CB_350,Delhi,84115.00806094293,2016.0,4.0,106203.67479559094,0.6129074234210422,0.5,61692.20252536965
698,Honda,CB_350,Delhi,83777.1789665378,2016.0,4.0,106778.4068979374,0.6161167998178908,0.5,61868.14808727605
699,Honda,CB_350,Delhi,91759.58507114544,2017.0,3.0,93207.91739979922,0.7530383402845817,0.5,57709.37437482127
700,Honda,CB_350,Delhi,42224.21805295395,2015.0,3.0,14500.000521755566,0.5,0.5,21764.570835696133
701,Honda,CB_350,Delhi,42080.96418168514,2015.0,3.0,14061.328517156247,0.5,0.5,22090.4562023681
702,Honda,CB_350,Delhi,40946.17079435439,2013.0,3.0,10586.364206472004,0.5,0.5,24671.97498333909
703,Tvs,Apache,Delhi,43602.632174128616,2017.0,3.0,18720.980243616643,0.5,0.5,18628.8441197183
704,Honda,CB_350,Delhi,42292.28370513765,2013.0,3.0,14707.972705131471,0.5,0.5,18859.05796720245
705,Honda,CB_350,Delhi,41049.57182255053,2012.0,3.0,13212.056844625426,0.5188922928059096,0.5,22516.03361704876
706,Tvs,Apache,Delhi,44674.37476712649,2019.0,3.0,22002.87041189472,0.5,0.5,16190.758329759306
707,Honda,CB_350,Delhi,41257.48389637088,2014.0,3.0,11539.667187466915,0.5,0.5,23963.775033823807
708,Honda,CB_350,Delhi,47345.61225709805,2015.0,3.0,9667.724301755788,0.5,0.5,28052.83887480813
709,Honda,CB_350,Delhi,44406.50624732146,2014.0,3.0,5929.859755980027,0.5314750446237246,0.5,32815.86359439373
710,Tvs,Apache,Delhi,44167.08654838463,2018.0,3.0,20449.45242846341,0.5,0.5,17344.778152810773
711,Honda,CB_350,Delhi,42197.40642542637,2013.0,3.0,8280.92635584923,0.5,0.5,27191.881890177163
712,Tvs,Apache,Delhi,44344.83443114523,2018.0,3.0,20993.75199505293,0.5,0.5,16940.42304927633
713,Honda,CB_350,Delhi,41251.3302175301,2013.0,3.0,7189.45110101602,0.4910619270176421,0.5,28525.81582062972
714,Honda,CB_350,Delhi,40431.44029135404,2012.0,3.0,7516.762872258733,0.4969182836331854,0.5,27411.02320072136
715,Tvs,Apache,Delhi,54548.4814645274,2018.0,2.0,11607.997194507068,0.5,0.5,29257.406204919327
716,Honda,CB_350,Delhi,42275.5521998927,2015.0,3.0,14657.195946511429,0.5,0.5,21647.791811508094
717,Honda,CB_350,Delhi,44250.08761457205,2014.0,3.0,5992.3043087254855,0.4696422313244853,0.5,32603.18341399627
718,Honda,CB_350,Delhi,40957.93895550334,2013.0,3.0,10622.400669542338,0.5,0.5,24645.20382890456
719,Honda,CB_350,Delhi,40874.73450147709,2012.0,3.0,7339.79349080318,0.5062481035819792,0.5,28013.76400545124
720,Honda,CB_350,Delhi,44791.8215531794,2014.0,3.0,32904.523377140635,0.5862527879572291,0.5,7154.547542784949
721,Honda,CB_350,Delhi,42375.68959759206,2013.0,3.0,20190.35380044896,0.5427624127566572,0.5,17072.47928463629
722,Honda,CB_350,Delhi,40049.46799379651,2012.0,3.0,7840.48089060369,0.5,0.5,26711.866250272185
723,Honda,CB_350,Delhi,44896.910116450366,2015.0,3.0,22683.33877657104,0.5,0.5,9808.371881852432
724,Honda,CB_350,Delhi,44043.572185069934,2014.0,3.0,20070.418030684144,0.5,0.5,12773.593192709734
725,Honda,CB_350,Delhi,40192.77832383672,2012.0,3.0,8279.325783252798,0.5,0.5,26385.852446670327
726,Honda,CB_350,Delhi,45236.22711157212,2015.0,3.0,5598.62333381596,0.4625983777744848,0.5,33944.02320036016
727,Honda,CB_350,Delhi,44645.31309930317,2015.0,3.0,21912.94871006629,0.5,0.5,10682.63377688639
728,Honda,CB_350,Delhi,24350.087817851112,2017.0,2.0,4126.453990855627,0.7190987705500844,0.5,14790.493927009706
729,Honda,CB_350,Delhi,41439.121088966654,2013.0,3.0,15261.942994360325,0.5259041796013998,0.5,20916.980624322565
730,Honda,CB_350,Delhi,45562.48605194668,2015.0,3.0,5468.376103976432,0.5397320432281905,0.5,34387.632820745435
731,Honda,CB_350,Delhi,41653.469293250455,2013.0,3.0,16389.886114942565,0.5297624472785083,0.5,20037.106967522057
732,Honda,CB_350,Delhi,48776.87689495493,2016.0,3.0,4185.145359578352,0.5626919778211066,0.5,38758.19413011457
733,Tvs,Apache,Delhi,42968.12889229818,2016.0,3.0,16778.004293995502,0.5,0.5,20072.262945488703
734,Honda,CB_350,Delhi,40102.131436960844,2012.0,3.0,8226.436047575347,0.5018383658652952,0.5,26405.162707048177
735,Tvs,Apache,Delhi,43649.577687672594,2017.0,3.0,18864.736795191016,0.5,0.5,18522.04870986737
736,Honda,CB_350,Delhi,44506.50601888131,2015.0,3.0,21487.92142981457,0.5,0.5,11164.96756029028
737,Honda,CB_350,Delhi,42857.81125791226,2014.0,3.0,16439.618071727346,0.5,0.5,16893.934550443577
738,Tvs,Apache,Delhi,44258.12425037557,2018.0,3.0,20728.228079500048,0.5,0.5,17137.678305305642
739,Honda,CB_350,Delhi,43054.00026266493,2013.0,3.0,8511.671320755364,0.5,0.5,27335.133825176606
740,Honda,CB_350,Delhi,25912.68148750135,2017.0,2.0,4482.162813814808,0.697222459174981,0.5,15992.04095372524
741,Honda,CB_350,Delhi,22964.948675856474,2017.0,2.0,3811.140916571968,0.7384907185380094,0.5,13725.39949460778
742,Honda,CB_350,Delhi,40699.10895030134,2012.0,3.0,11367.85111827571,0.5125839611054241,0.5,23954.64165208704
743,Honda,CB_350,Delhi,42530.13727784537,2013.0,3.0,21003.088383477923,0.5455424710012167,0.5,16438.490090918087
744,Honda,CB_350,Delhi,40306.06815070848,2012.0,3.0,8626.241891099491,0.5,0.5,26128.131685316308
745,Honda,CB_350,Delhi,42633.65155422493,2014.0,3.0,15753.241059036736,0.5,0.5,17672.855896801506
746,Tvs,Apache,Delhi,55558.48710983414,2019.0,2.0,11880.067465211572,0.5,0.5,29426.313867758672
747,Tvs,Apache,Delhi,44972.45917754541,2019.0,3.0,22915.66449347956,0.5,0.5,15512.652066185494
748,Honda,CB_350,Delhi,44758.61465933386,2014.0,3.0,8970.85182385806,0.5,0.5,27620.203948419537
749,Tvs,Apache,Delhi,51401.60360029029,2017.0,2.0,10760.306969828198,0.5,0.5,28731.14005209229
750,Tvs,Apache,Delhi,51406.15277023487,2017.0,2.0,10761.532402482018,0.5,0.5,28731.90082968475
751,Honda,CB_350,Delhi,41005.0249672699,2013.0,3.0,10766.38644978044,0.5,0.5,23332.088992482182
752,Tvs,Apache,Delhi,50797.66975552892,2017.0,2.0,10597.622290395602,0.5,0.5,28630.141553022284
753,Honda,CB_350,Delhi,45353.50138223247,2015.0,3.0,5551.805769621624,0.4617607044126252,0.5,34103.47935083031
754,Honda,CB_350,Delhi,41826.10043803212,2013.0,3.0,17298.305725012615,0.5328698078845782,0.5,19328.47683393072
755,Tvs,Apache,Delhi,49576.94150913104,2016.0,2.0,10268.788619022172,0.5,0.5,28425.993827691087
756,Honda,CB_350,Delhi,43948.43086124768,2014.0,3.0,6112.729994034766,0.5282030775803406,0.5,32193.025035883307
757,Tvs,Apache,Delhi,49863.03031708791,2016.0,2.0,10345.853791665557,0.5,0.5,28473.83771068425
758,Honda,CB_350,Delhi,45774.83565674789,2015.0,3.0,5383.603108174003,0.5412488261196278,0.5,34676.36154482787
759,Honda,CB_350,Delhi,36021.019503527845,2013.0,3.0,6783.224879783079,0.5557057269506102,0.5,23764.78682112072
760,Honda,CB_350,Delhi,40715.33907913271,2013.0,3.0,9879.51132812019,0.5,0.5,25197.08943566258
761,Honda,CB_350,Delhi,40197.15560983228,2012.0,3.0,8726.472250059445,0.5035488009769811,0.5,26015.099880311656
762,Honda,CB_350,Delhi,44682.7311016144,2015.0,3.0,22027.52263314328,0.5,0.5,10552.611831555216
763,Honda,CB_350,Delhi,41258.04470587873,2014.0,3.0,11541.384498341864,0.5,0.5,23962.499259490585
764,Honda,CB_350,Delhi,46508.17262578739,2015.0,3.0,9442.13900107148,0.5,0.5,27912.790181465665
765,Honda,CB_350,Delhi,22107.440664673988,2018.0,2.0,3615.937792906386,0.7504958306945642,0.5,13066.023854457077
766,Honda,CB_350,Delhi,41839.93943175966,2013.0,3.0,6954.469893992518,0.513142424512569,0.5,29326.139360514582
767,Tvs,Apache,Delhi,49724.39782157776,2016.0,2.0,10308.50966318751,0.5,0.5,28450.65359194292
768,Honda,CB_350,Delhi,44862.76581895643,2014.0,3.0,8998.90754248139,0.5,0.5,27637.621602504543
769,Tvs,Apache,Delhi,44004.10079968227,2018.0,3.0,19950.357468787035,0.5,0.5,17715.551172818807
770,Honda,CB_350,Delhi,42081.355679299246,2015.0,3.0,14062.52736115014,0.5,0.5,22089.56559227574
771,Tvs,Apache,Delhi,43298.72890308304,2017.0,3.0,17790.367647020903,0.5,0.5,19320.18759295444
772,Tvs,Apache,Delhi,48621.150223497054,2016.0,2.0,10011.32234145452,0.5,0.5,28266.15266940764
773,Honda,CB_350,Delhi,41434.464195843015,2014.0,3.0,12081.616260510476,0.5,0.5,23561.16609016065
774,Honda,CB_350,Delhi,44726.89347926402,2014.0,3.0,32562.85886658315,0.5850840826267524,0.5,7421.069494838692
775,Honda,CB_350,Delhi,44459.62249597172,2015.0,3.0,21344.3640826654,0.5,0.5,11327.880769872683
776,Tvs,Apache,Delhi,42896.04930961874,2016.0,3.0,16557.282195914508,0.5,0.5,20236.23534653452
777,Honda,CB_350,Delhi,46096.26020337145,2015.0,3.0,9331.180092283184,0.5,0.5,27843.9042649482
778,Honda,CB_350,Delhi,42417.12036995623,2015.0,3.0,15090.705996879957,0.5,0.5,21325.741212793982
779,Honda,CB_350,Delhi,41280.75270817932,2014.0,3.0,11610.920942986731,0.5,0.5,23910.841279217017
780,Tvs,Apache,Delhi,42803.4124301425,2016.0,3.0,16273.609543582368,0.5,0.5,20446.973130917428
781,Honda,CB_350,Delhi,49218.9494230134,2017.0,3.0,4008.663691055577,0.5658496387358101,0.5,39359.27383119386
782,Honda,CB_350,Delhi,24051.69142619348,2017.0,2.0,4058.527036258684,0.7232763200332912,0.5,14561.04381202292
783,Honda,CB_350,Delhi,43990.290056073965,2014.0,3.0,19907.26815169849,0.5,0.5,12958.740598651377
784,Tvs,Apache,Delhi,53144.7680991536,2018.0,2.0,11229.8719067095,0.5,0.5,29022.65707758189
785,Honda,CB_350,Delhi,41490.93663294616,2013.0,3.0,8090.621055499873,0.5,0.5,27073.73585597536
786,Honda,CB_350,Delhi,42072.603012130254,2015.0,3.0,14035.72494374526,0.5,0.5,22109.47685976513
787,Honda,CB_350,Delhi,40375.084201414094,2013.0,3.0,8837.582841570249,0.5,0.5,25971.1284518871
788,Honda,CB_350,Delhi,46961.25542372909,2015.0,3.0,4909.967388341294,0.5497232530266364,0.5,36289.5195531384
789,Honda,CB_350,Delhi,43617.620406708505,2013.0,3.0,26725.6421041815,0.5651171673207531,0.5,11974.502344910388
790,Honda,CB_350,Delhi,40829.24036122179,2012.0,3.0,12052.62862882129,0.5149263265019922,0.5,23420.46782602791
791,Honda,CB_350,Delhi,41794.63828150248,2015.0,3.0,13184.541345616895,0.5,0.5,22741.81326617564
792,Honda,CB_350,Delhi,41273.57735222929,2013.0,3.0,8032.069899256765,0.5,0.5,27037.385912514223
793,Honda,CB_350,Delhi,43833.89084797552,2014.0,3.0,19428.373776501045,0.5,0.5,13502.20438691226
794,Honda,CB_350,Delhi,37341.90633906322,2013.0,3.0,7083.911559024351,0.5372133112531149,0.5,24780.474827984628
795,Tvs,Apache,Delhi,42604.55917395363,2016.0,3.0,15664.6811024808,0.5,0.5,20899.34042635637
796,Honda,CB_350,Delhi,42357.281949462485,2015.0,3.0,14907.468785644014,0.5,0.5,21461.86643880679
797,Tvs,Apache,Delhi,43190.83174591206,2016.0,3.0,17459.964972331905,0.5,0.5,19565.640677859577
798,Honda,CB_350,Delhi,41863.36446130173,2013.0,3.0,13394.62198050591,0.5,0.5,20349.48800164567
799,Honda,CB_350,Delhi,40979.4204493847,2012.0,3.0,12842.906288752163,0.5176295680889246,0.5,22803.996585729736
800,Honda,CB_350,Delhi,307126.0686383025,2020.0,3.0,93996.7990095466,0.4840056008607346,0.5,290425.79464154225
801,Honda,CB_350,Delhi,320814.7777351117,2020.0,3.0,91992.27202130966,0.4443770706682833,0.5,306436.808341441
802,Honda,CB_350,Gujrat,163864.19139415064,2019.0,2.0,49586.18269632572,0.6671524891277189,0.5,154980.7440862976
803,Honda,CB_350,Delhi,134761.3848980317,2018.0,3.0,87467.38109986825,0.7274212059832228,0.5,98630.9780812048
804,Honda,CB_350,Delhi,105031.01890811932,2018.0,3.0,86340.15246635988,0.4993158319009,0.5,65549.35077705857
805,Honda,CB_350,Gujrat,385077.2064331828,2018.0,2.0,52811.47780951846,0.3894434212135064,0.5,375507.4760667314
806,Honda,CB_350,Delhi,296257.2750817647,2020.0,3.0,93585.01994457503,0.4848289943119875,0.5,278331.8039804419
807,Honda,CB_350,Delhi,254656.0798255488,2019.0,3.0,92009.30096339132,0.4879806000132159,0.5,232041.0068603835
808,Honda,CB_350,Delhi,347065.28448659,2020.0,3.0,95509.95066452604,0.4809799026904098,0.5,334867.2039818005
809,Honda,CB_350,Delhi,273738.9950508001,2020.0,3.0,87177.52502032823,0.4015809045916364,0.5,254990.4939441556
810,Honda,CB_350,Delhi,359035.8937327858,2020.0,3.0,95901.3945707536,0.4791235397570779,0.5,348206.38577826496
811,Honda,CB_350,Delhi,350870.46576301986,2020.0,3.0,95654.14972763622,0.4806916313815894,0.5,339101.3234544502
812,Honda,CB_350,Delhi,232060.97901406133,2020.0,3.0,82914.84278166163,0.3636917991036921,0.5,209443.07669015147
813,Honda,CB_350,Delhi,374933.4986268229,2019.0,3.0,70281.19680936068,0.4260734771809175,0.5,364890.3952294079
814,Honda,CB_350,Delhi,238126.1074466987,2019.0,3.0,91383.10303247892,0.6646574129595474,0.5,213647.66516903823
815,Honda,CB_350,Delhi,348358.0403865612,2020.0,3.0,93245.03245788852,0.4911087400891591,0.5,337728.2390882456
816,Honda,CB_350,Delhi,308384.0119014509,2020.0,3.0,94044.6534205546,0.4839103021286779,0.5,291825.5116612441
817,Honda,CB_350,Delhi,359124.6023814039,2020.0,3.0,95966.8409992956,0.4800663180014087,0.5,348285.92119530763
818,Tvs,Apache,Delhi,169910.12458792466,2019.0,3.0,88798.90589395392,0.7680149627455687,0.5,137741.9193652654
819,Honda,CB_350,Delhi,302293.06094035844,2019.0,3.0,59933.16308772401,0.498033418456138,0.5,270129.35981446644
820,Tvs,Apache,Gujrat,200405.1922624141,2019.0,3.0,79677.19922832365,0.3349138111476492,0.5,174848.3559047359
821,Honda,CB_350,Gujrat,381131.7457205241,2018.0,2.0,59606.43792576406,0.4036909182314407,0.5,371377.89385414857
822,Tvs,Apache,Delhi,175891.30720849417,2019.0,3.0,89025.48849769754,0.7589525648356149,0.5,144397.34099193625
823,Honda,CB_350,Delhi,304183.4797837282,2019.0,3.0,61114.67486483013,0.4974426625675849,0.5,272721.5966534373
824,Honda,CB_350,Delhi,119617.468837383,2018.0,3.0,86893.69055243435,0.4982107978153497,0.5,81779.93826912617
825,Honda,CB_350,Delhi,167341.44530648543,2019.0,3.0,88701.59770647789,0.6916325032618152,0.5,134883.68133339536
826,Tvs,Apache,Delhi,98581.61822890028,2018.0,3.0,86096.79834813345,0.8760884572289389,0.5,58372.78554423869
827,Honda,CB_350,Delhi,250707.3092033088,2020.0,3.0,84821.92445378235,0.3806430083666443,0.5,229820.5385308721
828,Honda,CB_350,Delhi,340505.3411410886,2020.0,3.0,83815.83821318035,0.4860920808934098,0.5,322527.94903971767
829,Honda,CB_350,Delhi,262887.1826576141,2019.0,3.0,92321.11633999544,0.5866769584442875,0.5,241199.9747894823
830,Honda,CB_350,Delhi,367777.57915832114,2019.0,3.0,82605.28033844687,0.4519142974838402,0.5,357400.5328523762
831,Honda,CB_350,Delhi,181419.03659363763,2019.0,3.0,89235.56956794082,0.4935288608641183,0.5,150548.0916278295
832,Honda,CB_350,Delhi,208378.36196518,2019.0,3.0,90256.1818106582,0.4914864877299106,0.5,180546.5543717309
833,Honda,CB_350,Delhi,357456.42718927626,2020.0,3.0,95398.08582341652,0.4824270732926753,0.5,346740.5037563396
834,Honda,CB_350,Gujrat,185019.2531812208,2019.0,2.0,54592.342355861416,0.6469663614683008,0.5,175935.55948698637
835,Honda,CB_350,Delhi,216331.4678096072,2019.0,3.0,90558.0101443033,0.4908839797113933,0.5,189396.10599905383
836,Honda,CB_350,Delhi,370361.1621179096,2019.0,3.0,78155.77635248897,0.442584692351993,0.5,360104.68301674543
837,Honda,CB_350,Delhi,217850.0782524068,2019.0,3.0,90615.53326713662,0.4907689334657267,0.5,191085.90525540532
838,Honda,CB_350,Delhi,335609.24025542405,2020.0,3.0,80755.77515964002,0.48762211242018,0.5,315814.1707002502
839,Honda,CB_350,Delhi,301940.9241117201,2020.0,3.0,93800.7925799894,0.4843984148400211,0.5,284656.08282976854
840,Honda,CB_350,Delhi,329882.39887129684,2020.0,3.0,94859.06769360544,0.5130837285125905,0.5,315747.3409472437
841,Honda,CB_350,Delhi,287777.6068240226,2020.0,3.0,88613.34531005846,0.4143432789309296,0.5,270332.4552202945
842,Honda,CB_350,Delhi,293983.6249660683,2019.0,3.0,93499.12967153656,0.5525179877266674,0.5,275801.8165624564
843,Honda,CB_350,Gujrat,193743.12044959003,2019.0,2.0,56656.768961353366,0.6386420606397042,0.5,184576.8496911359
844,Honda,CB_350,Delhi,251682.9052315952,2019.0,3.0,91896.6694515954,0.4882058405127579,0.5,228732.6760924153
845,Honda,CB_350,Delhi,273034.71430506563,2019.0,3.0,92705.20156242148,0.4865882792193132,0.5,252491.45365091585
846,Honda,CB_350,Delhi,294185.17576537444,2020.0,3.0,93507.01423353692,0.4849859715329261,0.5,276026.0501243803
847,Honda,CB_350,Delhi,297084.13853520213,2020.0,3.0,93616.3467940496,0.4847663531412725,0.5,279251.8765562857
848,Honda,CB_350,Delhi,220874.54374674152,2019.0,3.0,90729.04237331403,0.4905398072919135,0.5,194451.4685934836
849,Honda,CB_350,Delhi,315634.45690760063,2020.0,3.0,94319.3189527762,0.4833610259918484,0.5,299893.27543942514
850,Honda,CB_350,Delhi,235303.0272989894,2019.0,3.0,91276.1574849136,0.4894467403561371,0.5,210506.34849961
851,Honda,CB_350,Delhi,247418.7678536105,2020.0,3.0,69358.6397210834,0.5874248398343411,0.5,237744.4222647672
852,Tvs,Apache,Delhi,182157.7964862184,2019.0,3.0,89262.87925249497,0.7494578841117903,0.5,151370.23095500775
853,Honda,CB_350,Delhi,123886.82517322584,2018.0,3.0,87055.424767263,0.4978873617293011,0.5,86530.56507523882
854,Honda,CB_350,Delhi,360540.712708906,2020.0,3.0,95068.77255688416,0.4780474263289506,0.5,349825.94596865494
855,Honda,CB_350,Delhi,337059.14951315324,2020.0,3.0,81661.96844572076,0.4871690157771396,0.5,317802.35876991134
856,Honda,CB_350,Delhi,371919.1344001271,2019.0,3.0,75472.6018664479,0.4369586813328746,0.5,361735.3606721329
857,Honda,CB_350,Delhi,237189.24875075807,2019.0,3.0,91347.6124119558,0.6660768958321845,0.5,212605.1974796796
858,Tvs,Apache,Delhi,125915.52208765494,2018.0,3.0,87132.27703181302,0.8346734513823411,0.5,88787.95030735308
859,Honda,CB_350,Delhi,293558.3926821876,2020.0,3.0,80277.17689425814,0.5433984802650882,0.5,283447.3056064173
860,Honda,CB_350,Delhi,256246.63174272588,2020.0,3.0,71447.6762139275,0.579001305589002,0.5,246488.7246941688
861,Tvs,Apache,Delhi,161978.4431759034,2018.0,3.0,88498.43337197807,0.7800326618546918,0.5,128916.12564616256
862,Honda,CB_350,Delhi,304288.9623226202,2020.0,3.0,93889.5223946535,0.5644106631475452,0.5,287268.8406384415
863,Honda,CB_350,Delhi,180054.71107721262,2019.0,3.0,89183.89057110655,0.4936322188577869,0.5,149029.96941682568
864,Honda,CB_350,Delhi,130924.1307394465,2018.0,3.0,87322.01602850456,0.7316363715362141,0.5,94361.16290681894
